switch,arsenic,dist,assoc,educ
1,0.93,35.07500076,0,5
1,1.1,29.57799911,1,5
0,1.47,21.34000015,1,0
1,1.58,21.00900078,1,14
1,2.04,7.938000202,1,0
0,0.54,35.1609993,0,0
1,0.72,10.06099987,1,0
1,0.69,46.25600052,1,5
0,1.41,48.60499954,1,0
0,0.85,24.37800026,1,8
0,1.32,27.59199905,1,9
0,1.89,43.53099823,1,0
0,1.51,91.64499664,1,0
1,1.86,92.86799622,1,5
1,6.76,70.90100098,0,9
1,3.19,67.4960022,1,10
1,6.32,27.40699959,0,0
1,2.4,57.1590004,0,11
1,0.88,19.61899948,1,8
0,0.54,11.30099964,0,5
1,0.8,41.51599884,0,5
0,0.74,13.11699963,1,10
1,4.2,26.83300018,1,5
1,1.43,23.37299919,0,10
1,2.69,2.894999981,0,11
0,0.74,4.593999863,0,0
1,0.63,42.22000122,1,0
1,0.83,60.36399841,0,4
0,1.12,69.15499878,0,5
1,1.16,59.6590004,0,9
0,0.93,57.2879982,1,5
1,1.22,56.25600052,1,10
0,1.09,16.78000069,0,5
0,1.67,34.09000015,0,0
1,1.09,33.16799927,1,5
1,0.97,12.00599957,1,7
0,1.25,51.51499939,0,5
1,1.66,60.29399872,0,7
0,1.15,27.81100082,1,6
1,1.15,44.91999817,1,0
0,1.21,55.15299988,0,0
1,1.64,66.25700378,1,5
0,1.74,51.1629982,0,0
0,1.08,49.51900101,1,0
0,1.09,19.13699913,1,4
0,2.27,33.99499893,1,5
0,1.46,34.06700134,0,0
0,1.35,45.4070015,0,0
1,3.65,76.3030014,1,5
0,1.18,55.5870018,1,0
0,0.54,79.69799805,1,0
0,1.01,92.01399994,0,6
1,1.5,76.64700317,1,8
1,1.63,78.86799622,0,5
1,0.76,62.32600021,0,8
1,0.67,54.05699921,1,5
1,1.14,16.99799919,1,5
0,0.73,3.380000114,1,0
1,1.6,50.71699905,1,10
1,2.3,22.32600021,0,11
0,0.61,59.92599869,1,0
1,0.65,162.9210052,0,5
0,0.66,163.6809998,0,0
0,0.51,33.74499893,0,0
0,0.65,72.86499786,0,5
0,3.42,153.3569946,0,5
0,2.82,213.7149963,1,5
0,1.32,98.98999786,0,0
0,1.89,93.17099762,1,0
0,1.37,85.38899994,0,0
0,1.38,70.64800262,0,5
0,2.39,50.56900024,0,0
0,0.82,28.99699974,1,0
0,0.61,84.68499756,0,0
0,2.97,75.02600098,0,0
0,1.11,11.23799992,0,0
0,1.54,96.40899658,0,5
0,1.19,103.4110031,1,0
0,2.37,49.29800034,1,0
0,2.54,40.57400131,1,0
0,0.64,90.5490036,0,5
0,1.95,114.9000015,0,5
0,1.85,84.7519989,0,5
0,1.3,88.21800232,0,5
1,0.78,42.56900024,0,0
1,1.88,39.79299927,0,0
1,1.11,3.392999887,0,5
0,0.75,10.33300018,1,5
1,1.18,15.59599972,1,8
0,0.59,32.45500183,1,9
1,0.79,23.37999916,0,8
1,1.24,26.48699951,0,10
1,0.97,20.71800041,0,5
1,0.73,8.649000168,1,8
1,0.82,24.79400063,1,9
0,0.75,17.59000015,0,0
0,1.05,42.51699829,1,0
0,0.53,27.7329998,0,0
1,0.55,11.45600033,0,0
0,0.83,23.38100052,1,0
1,0.51,32.48799896,1,8
1,0.74,31.21500015,0,5
1,0.75,12.24100018,1,5
0,0.65,35.47800064,1,8
1,1.04,39.54100037,0,5
1,1.47,40.04499817,0,10
0,1.07,2.108999968,0,8
1,2.11,23.10899925,0,7
0,1.5,7.369999886,0,11
0,1.8,16.68600082,1,0
1,1.8,25.97100067,0,0
1,2.65,7.763000011,1,11
1,1.9,8.967000008,1,0
0,1.71,13.57299995,1,0
0,2.44,45.53300095,0,5
1,0.52,32.53099823,0,5
1,0.99,40.94800186,1,11
1,0.93,58.74599838,0,0
0,0.95,55.11000061,0,7
0,1.56,26.72200012,0,8
0,1.48,19.15699959,0,0
1,1.53,16.23200035,0,10
1,1.48,23.8390007,1,0
1,1.06,57.3409996,0,10
0,1.03,53.81200027,0,0
0,0.67,18.86599922,0,10
0,0.58,26.48200035,0,10
1,0.67,27.92900085,0,0
0,0.56,27.41200066,1,0
1,0.69,33.43000031,0,12
1,0.83,48.33399963,0,5
1,1.11,61.4070015,0,0
0,0.63,59.64199829,1,6
1,1.22,34.2820015,0,0
1,0.98,38.78499985,0,9
1,1.04,35.74900055,0,11
1,0.94,41.5890007,0,0
0,2.16,5.360000134,0,10
1,0.93,24.50099945,0,7
0,0.53,23.79199982,0,8
1,0.98,29.7159996,0,5
0,0.75,28,0,5
1,0.6,45.02799988,1,4
1,1.47,48.77299881,1,0
1,2.41,43.55899811,0,5
1,0.75,78.53299713,1,8
0,1.02,84.39299774,0,5
0,1.28,88.41899872,1,5
0,1.16,124.9140015,1,5
0,1.46,150.2109985,0,5
0,1.34,110.5179977,1,5
1,2,79.31600189,1,0
1,1.15,41.97399902,0,6
1,1.09,59.79499817,0,10
1,1.38,102.7399979,1,10
1,1.99,91.3730011,1,8
1,2.21,134.4210052,0,8
1,1.67,152.8910065,1,0
0,1.49,49.54499817,1,0
0,1.24,39.06900024,1,0
1,1.57,111.2480011,1,5
1,0.75,69.38999939,1,0
1,1.19,28.88299942,0,0
0,1.39,11.20899963,1,5
1,0.98,36.34899902,1,0
1,1.13,30.20999908,1,0
1,0.72,32.09999847,1,0
1,0.95,17.99699974,1,0
1,1.51,29.5340004,1,0
1,1.35,17.15399933,1,0
1,1.42,12.40299988,1,0
0,1.43,38.14599991,1,10
0,0.75,22.73800087,0,0
0,0.98,10.39700031,0,8
1,0.72,5.271999836,1,0
1,1.89,20.51399994,1,0
0,1.72,36.00699997,0,9
0,1.92,29.44099998,0,0
0,0.55,17.63899994,1,10
0,0.53,32.50600052,0,5
1,1.29,35.66899872,1,7
1,0.76,35.66899872,0,11
0,0.53,39.95500183,0,4
1,0.7,60.47900009,1,8
0,0.62,84.7519989,0,0
0,0.69,60.75099945,0,6
1,0.98,24.50799942,0,0
1,0.93,32.99100113,1,10
0,1.23,17.25900078,0,0
0,0.94,8.524000168,1,9
1,1.05,54.19300079,1,0
0,0.85,32.2879982,1,8
0,0.82,36.56800079,0,0
0,0.72,49.76100159,0,0
0,0.61,41.09799957,0,0
0,0.72,12.10400009,0,0
1,1.14,66.45400238,0,5
0,0.69,37.69599915,0,0
0,1.02,22.32500076,0,0
1,0.62,43.95399857,0,4
0,0.57,21.96999931,0,5
0,0.52,24.04800034,0,0
0,0.52,21.14599991,0,11
0,0.51,13.96399975,0,0
0,0.65,22.28300095,1,5
0,0.68,11.06099987,0,0
0,3.73,173.871994,0,10
0,1.14,89.22799683,0,0
1,1.35,16.6439991,0,12
0,1,5.460999966,0,12
0,1.78,23.17300034,0,0
0,0.75,16.15600014,0,12
0,0.66,22.40800095,0,0
0,0.63,14.2159996,0,5
1,1.18,36.0530014,0,5
1,1.05,11.50699997,0,10
0,1.43,8.286999702,1,14
0,0.81,12.22599983,1,3
0,1.25,35.45000076,0,10
0,0.96,10.02999973,0,7
0,0.53,18.93300056,0,0
0,0.71,11.01500034,1,8
0,1.78,13.19499969,0,7
0,1.32,34.72200012,0,5
0,0.56,24.69499969,0,0
1,1.21,39.87200165,0,0
1,1.44,33.15200043,0,10
1,1.63,26.73999977,0,8
0,0.87,6.855999947,1,10
1,0.56,34.96900177,0,5
1,1.92,10.39799976,1,0
0,0.91,38.93199921,1,5
1,1.34,33.90599823,1,5
1,1.43,27.02599907,1,12
0,1,45.68600082,0,13
1,0.65,8.277000427,0,10
0,1.49,12.59799957,0,4
1,0.71,28.22500038,1,10
1,1.03,39.93399811,0,9
0,1.05,7.242000103,0,0
1,0.89,40.07099915,0,12
1,3.03,57.10499954,0,8
1,4.77,38.88299942,0,5
1,1.1,59.51800156,0,10
1,1.37,40.54499817,0,0
1,1.41,21.29599953,0,0
1,1.27,33.43899918,0,8
1,0.93,34.50299835,0,10
1,0.91,16.22800064,0,0
1,1.04,51.73899841,0,0
1,1.54,41.65499878,0,5
1,0.92,48.01200104,0,5
1,1.64,40.23799896,0,5
1,1.43,31.33399963,0,0
1,0.85,16.94400024,0,0
1,0.71,17.95899963,0,5
1,0.96,17.7670002,0,0
1,0.75,22.67900085,0,0
1,1.29,32.9659996,1,0
1,0.87,21.93899918,0,0
1,0.58,37.30899811,0,0
1,0.73,14.41499996,0,10
1,1.8,17.18400002,0,10
1,1.82,63.56200027,0,0
1,1.66,62.95999908,0,0
1,0.88,46.52700043,0,0
0,1.23,39.78099823,0,0
1,1.71,29.21199989,0,0
1,0.87,25.41600037,0,5
1,0.76,21.42099953,0,0
0,2.01,35.21900177,0,0
1,1.74,40.78499985,0,0
0,1.78,46.97200012,0,0
0,1.74,83.90499878,0,0
0,2.22,35.18000031,0,5
0,1.29,156.0180054,0,0
0,2.87,116.5169983,0,0
0,1.71,111.8809967,0,5
1,2.21,114.776001,0,10
1,2.58,119.8769989,1,8
1,1.69,150.3309937,0,0
1,0.7,61.2159996,0,0
1,1.45,44.75500107,0,0
1,1.2,34.74200058,0,0
1,1.22,58.5359993,0,0
0,1.36,49.79100037,0,5
1,1.12,57.44100189,0,0
1,0.88,16.03300095,0,5
1,1.64,19.42300034,1,5
1,1.37,15.29800034,1,5
1,1.01,8.140000343,0,5
0,0.62,34.95800018,0,5
1,1.14,41.53699875,0,10
0,1.69,50.39500046,0,5
1,2.38,49.76200104,0,5
1,1.51,32.24900055,1,0
1,1.28,23.2670002,1,0
0,1.4,34.29299927,0,0
0,1.2,50.83200073,1,0
0,1.14,46.4090004,0,0
0,2.08,31.72299957,0,5
0,1.7,17.88400078,0,0
1,1.07,20.69799995,0,5
0,1.19,25.79400063,0,0
1,1.32,42.31200027,0,4
1,2.01,43.73699951,0,5
0,2.88,38.74599838,0,5
1,1.24,15.05500031,0,5
0,2.89,7.552999973,0,5
1,2.77,26.50499916,0,5
1,0.78,35.5870018,0,11
0,1.99,18.81999969,0,5
1,2.25,25.51499939,0,5
1,1.41,14.79100037,0,5
0,0.66,8.720999718,0,5
1,0.62,4.136000156,0,0
1,1.28,19.27400017,0,0
1,1.51,31.34700012,0,0
1,0.75,30.94499969,0,0
1,0.79,35.87200165,0,0
1,0.63,50.45800018,0,0
1,0.68,53.81800079,0,0
1,1.25,52.13199997,0,0
1,1.09,54.01699829,0,0
0,0.66,49.05500031,0,0
1,1.11,39.10300064,0,0
1,2.2,35.48400116,0,0
1,1.01,53.84500122,0,0
0,0.56,49.44100189,0,0
0,0.64,69.08499908,0,0
1,0.67,65.27500153,0,0
1,1.11,88.04299927,0,0
1,1.38,62.625,0,0
0,0.85,62.04899979,0,0
0,0.8,69.1989975,0,0
1,1.26,42.8030014,0,0
0,1.96,36.875,0,0
0,0.92,36.49399948,0,0
0,0.87,48.38899994,0,6
1,3.93,24.94799995,0,0
1,1.01,32.76200104,0,0
0,1.81,60.57899857,0,0
0,3.92,82.87000275,0,0
0,1.68,62.51399994,0,0
1,1.23,64.11499786,0,0
1,0.75,82.02700043,0,0
1,0.74,38.9469986,0,0
1,1.2,34.33100128,0,0
1,2.04,39.42200089,0,0
0,1.34,26.51799965,0,0
0,1.19,29.21500015,0,0
0,0.63,49.85400009,0,0
0,1.13,97.51300049,0,0
0,2.24,90.9240036,0,0
0,2.21,80.84400177,0,0
0,1.35,54.50500107,0,0
1,0.64,57.73699951,0,0
1,2,89.97100067,0,0
0,2.85,87.01899719,1,0
0,2.09,87.14099884,0,0
0,1.9,68.42299652,0,0
1,3.58,94.08699799,0,0
0,3.31,83.30999756,0,0
1,0.89,16.43400002,0,0
0,0.6,59.76100159,0,0
0,2.47,37.57899857,0,0
1,1.76,44.47200012,1,8
1,2.87,53.56499863,1,10
1,2.82,47.28499985,1,10
1,1.7,66.91899872,0,0
1,1.81,51.25099945,0,0
1,2.43,39.35100174,0,0
0,0.51,59.2840004,0,0
1,2.55,54.24100113,0,0
1,1.91,55.20600128,0,0
1,2.17,33.60900116,0,0
1,1.23,75.47100067,0,9
1,3.17,19.22400093,0,0
1,1.37,5.512000084,0,0
1,2.4,17.16500092,0,0
1,1.71,19.25900078,0,0
1,2.92,12.96700001,0,0
1,1.81,20.5170002,0,0
1,2.86,39.75299835,0,0
1,3.16,41.4620018,0,0
1,2.63,71.74900055,0,0
1,1.91,59.47100067,0,0
1,1.1,27.46500015,0,10
1,4.68,82.81400299,0,0
1,4.27,76.91600037,0,0
1,2.31,40.69800186,0,0
1,1.6,15.3579998,0,0
1,2.47,17.7310009,0,0
0,2.3,11.04100037,1,10
1,1.77,33.25299835,0,10
1,2.24,33.33000183,0,10
1,3.09,50.04499817,0,5
1,0.58,54.79899979,0,8
1,1.79,47.42699814,0,0
1,2.95,60.54199982,0,0
1,3.67,77.98300171,0,6
1,1.63,82.75,1,7
1,2.21,57.57099915,0,9
1,2.2,82.75900269,0,0
1,1.37,106.0530014,0,9
1,1.25,78.67900085,0,9
1,2.59,9.994000435,0,10
1,1.71,100.5490036,0,10
1,3.03,10.36600018,0,12
1,1.06,6.114999771,0,0
1,2.52,25.00300026,0,10
1,1,28.43099976,0,6
0,2.05,29.32999992,1,4
0,1.44,25.14999962,0,10
0,1.46,9.295000076,0,5
1,1.32,12.50399971,0,5
1,0.52,7.728000164,1,0
1,0.89,25.25799942,0,0
1,0.92,19.47999954,0,5
1,0.54,14.36299992,0,0
1,0.53,19.41900063,0,0
1,0.84,21.28100014,0,0
1,1.34,40.07699966,0,0
1,1.19,31.39900017,0,10
1,0.95,49.77600098,0,0
0,3.12,84.58699799,0,0
1,3.1,78.01899719,0,0
1,3.04,88.1309967,0,0
1,0.58,31.49699974,0,0
0,1.64,40.45199966,0,10
0,1.48,47.1269989,0,8
0,0.69,11.85000038,0,0
0,0.51,12.125,0,12
1,0.63,29.73999977,1,12
1,0.53,15.34500027,0,0
1,0.61,51.63600159,0,0
0,0.69,49.92699814,0,10
0,0.94,62.92599869,0,0
1,0.67,17.27000046,0,0
0,1.23,35.60100174,0,11
0,0.92,40.10699844,1,0
1,1.71,57.70100021,0,0
1,1.22,42.89300156,0,0
1,4.19,31.54100037,0,5
1,2.03,64.08899689,1,8
1,3.96,38.61700058,0,9
1,3.78,42.90000153,0,0
1,2.56,43.88000107,0,5
1,4.53,123.5810013,0,0
1,2.29,144.7089996,1,5
1,3.21,154.595993,0,6
1,1.76,134.1029968,0,8
0,2.38,58.61199951,0,5
1,1.56,63.58000183,1,5
1,0.85,53.125,0,5
0,1.12,61.36899948,0,5
1,0.7,21.57799911,0,0
1,1.34,20.5359993,0,5
0,0.91,33.7879982,0,5
0,0.69,8.300999641,1,0
0,1.2,24.14100075,1,0
0,0.75,53.30699921,1,5
0,0.88,64.12599945,1,5
0,1,149.2929993,1,8
0,1.96,130.201004,1,10
0,1.24,114.2630005,1,8
0,0.77,110.4589996,1,8
0,0.67,112.7549973,1,7
0,1.24,84.60600281,0,5
0,1.48,90.44599915,0,5
1,1.02,3.697000027,0,0
1,1.56,22.56500053,0,5
0,1.52,8.17800045,0,5
1,1.25,20.56399918,0,5
1,0.56,20.9260006,0,0
1,1.24,17.86700058,0,0
1,0.6,8.715000153,0,0
1,1.05,16.66500092,0,0
1,0.93,30.9279995,0,6
1,0.57,49.45199966,0,0
1,3.72,25.81599998,0,8
1,0.7,30.64599991,0,0
1,0.81,29.82299995,0,0
1,0.57,21.43000031,1,9
1,1.46,12.00300026,0,8
0,0.94,7.236999989,0,6
0,1.19,15.40699959,0,9
0,1.26,7.480999947,1,10
1,1.31,29.9260006,0,0
1,1.03,25.8390007,0,0
1,1.07,16.0909996,0,0
0,0.58,22.93000031,1,12
1,0.7,19.01199913,0,0
1,0.61,26.52799988,0,0
0,0.66,9.498000145,0,0
0,0.63,16.92000008,1,4
0,0.86,22.7329998,1,4
0,0.63,11.34399986,0,0
0,0.61,4.651000023,0,10
1,0.85,3.569000006,0,10
1,0.61,15.49199963,0,5
0,0.51,14.56299973,0,10
1,2.52,28.1609993,0,5
0,0.53,7.988999844,0,9
1,1.15,3.611999989,0,0
1,1.02,26.37400055,1,8
1,0.85,10.72099972,1,6
0,1.1,23.24600029,0,0
0,3.43,27.76499939,1,0
1,0.56,32.14699936,1,10
1,1.58,39.3409996,0,7
0,1.83,10.125,0,10
1,0.83,29.32900047,1,5
1,1.08,20.61100006,1,10
1,1.28,19.88500023,1,2
1,0.9,4.118999958,1,11
1,1.23,12.7130003,1,0
1,0.52,13.59300041,0,12
1,0.96,19.54299927,1,5
1,1.26,16.85000038,1,0
0,1.19,20.38899994,1,7
1,0.55,16.93600082,1,10
1,0.63,7.191999912,1,6
1,0.97,8.06000042,0,10
0,1.25,7.012000084,1,0
1,0.97,63.15000153,0,5
1,1.46,57.36100006,0,0
1,0.72,34.43899918,0,10
0,3.74,2.453999996,1,0
0,5.24,36.4090004,0,10
1,1.21,9.213000298,0,9
0,0.56,14.37800026,0,0
0,0.53,10.44900036,1,2
0,1.64,50.49100113,0,3
0,0.73,7.502999783,0,0
0,1.09,15.6619997,0,0
1,1.44,12.39299965,1,0
0,0.9,17.1590004,0,5
1,1.49,12.51900005,0,8
0,1.28,0.925999999,1,5
1,0.52,2.790999889,0,0
1,0.77,24.68899918,1,9
1,0.82,27.15699959,0,10
1,0.74,12.01500034,0,14
1,1.55,30.0170002,0,10
1,2.18,15.94099998,0,10
1,1.07,20.20299911,0,10
1,1.07,8.583999634,1,0
0,1.44,26.5359993,1,8
1,1.37,41,1,0
1,0.98,46.43899918,1,8
1,0.62,3.032000065,0,3
1,0.63,36.77299881,0,5
1,2.17,41.70999908,0,5
1,0.9,34.65399933,1,0
1,1.85,43.42599869,1,0
1,1.44,28.47699928,1,10
1,1.03,9.640000343,0,10
1,0.63,11.97399998,1,0
1,1.46,7.27699995,0,10
0,2.21,19.32099915,0,5
1,1.01,6.506999969,0,0
1,0.77,25.95199966,0,0
1,0.64,16.8579998,0,9
1,0.66,19.26499939,0,7
0,0.6,72.83300018,0,0
1,0.86,63.32500076,0,9
0,1,22.18199921,1,5
1,1.75,24.18300056,1,10
0,1.76,24.69099998,1,2
0,1.02,26.79500008,0,5
1,1.8,5.284999847,0,10
0,2.99,31.43899918,0,6
1,0.87,66.95800018,1,0
1,1.19,13.22999954,0,10
1,3.26,23.03000069,1,3
1,6.53,36.41400146,1,12
1,4.22,30.61899948,0,12
0,3.67,12.47999954,1,6
1,3.58,5.388000011,0,10
1,3.21,7.758999825,0,3
1,3.52,42.0870018,0,12
1,3.32,6.389999866,0,12
1,2,14.6239996,0,0
1,2.89,11.28299999,0,8
1,3.12,11.56700039,0,8
1,2.13,86.01799774,0,6
1,1.68,9.56099987,0,5
0,0.88,28.65399933,1,7
1,2.69,41.07500076,0,5
1,3.36,41.85400009,0,0
1,2.18,27.58499908,0,8
0,1.36,10.47099972,0,0
1,3.46,34.26900101,0,9
1,2.88,24.09799957,0,0
1,2.1,10.96500015,0,0
1,2.45,5.013999939,0,0
1,2.98,32.11000061,0,5
1,2.27,27.53899956,0,0
1,2.37,32.4620018,0,5
1,1.67,14.04300022,1,9
1,2.08,11.09500027,0,0
1,2.17,8.18200016,1,5
1,2.18,3.674999952,1,8
1,1.92,16.35300064,1,0
1,2.61,22.68600082,0,0
1,2.03,32.11999893,0,5
1,5.06,15.07999992,0,0
1,2.38,5.256000042,0,5
1,2.96,19.84199905,1,9
1,3.12,22.29000092,0,10
0,1.67,46.03499985,0,7
1,2.39,23.83799934,0,0
1,2.66,28.57900047,0,0
1,3.31,20.13299942,0,6
1,5.41,11.69299984,0,6
0,2.41,25.02899933,1,3
0,0.62,20.16799927,0,0
1,1.28,15.56400013,0,2
1,2.04,19.06999969,1,4
1,2.31,31.52700043,0,0
1,2.46,17.61800003,1,0
0,1.92,33.63100052,0,0
1,3.26,37.97900009,1,7
1,1.85,28.79100037,1,0
1,2.05,19.28100014,1,0
1,1.65,30.76799965,1,0
1,0.61,63.65499878,1,0
1,1.99,57.2859993,0,0
1,3.56,55.4090004,0,0
1,1.98,45.2519989,0,0
1,2.06,32.87900162,1,0
1,1.7,27.05800056,1,5
1,2.02,23.82099915,0,0
1,2.13,48.77399826,1,3
0,0.67,5.229000092,0,8
1,3.34,23.84900093,0,6
1,2.32,13.45100021,0,4
1,1.88,31.23600006,0,5
0,2.82,62.34000015,0,0
0,2.47,32.26499939,0,5
0,2.86,41.30199814,0,0
1,3.26,42.29899979,0,5
0,0.92,54.23099899,1,0
0,1.46,45.22200012,0,5
0,2.86,60.25500107,1,5
0,3.27,66.3239975,0,5
0,3.45,64.79399872,1,5
0,4.46,37.8730011,0,8
0,3.32,28.88999939,1,5
0,4.78,46.61199951,0,5
0,3.86,52.72900009,0,0
0,2.97,58.01100159,0,10
0,2.72,48.07600021,0,5
1,3.01,40.0929985,0,0
0,1.29,71.38700104,1,12
0,1.95,74.27300262,0,0
1,5.28,50.11500168,0,5
1,6,70.61799622,0,0
1,3.36,75.3219986,1,5
1,2.61,59.58000183,0,5
1,2.39,80.66500092,0,0
1,1.09,44.3769989,0,12
1,3.75,33.99399948,0,6
1,1.24,46.54600143,0,0
0,4.74,47.73099899,0,5
0,4.25,37.44599915,0,0
1,1.36,20.3939991,0,5
1,3.41,30.15999985,1,5
1,2.72,18.01000023,0,8
1,2.6,35.42499924,1,7
0,2.64,57.67200089,0,0
0,3.34,82.63400269,0,6
1,3.28,68.59899902,0,10
0,3.62,113.2839966,1,8
0,3.12,72.6760025,0,7
1,1.83,74.74900055,1,7
0,2.98,70.42199707,1,5
0,2.79,60.27999878,1,5
0,2.24,22.09799957,0,0
1,1.56,54.98400116,1,9
1,1.35,28.625,0,10
1,1.95,2.848999977,0,10
1,1.7,3.380000114,0,8
1,1.15,29.78100014,0,5
0,1.98,17.80200005,1,5
1,0.96,20.20100021,0,6
1,1.48,22.39900017,0,0
0,0.87,12.52499962,0,0
1,0.63,140.1179962,0,0
0,1.21,158.4850006,0,0
1,2.05,150.7689972,0,0
0,2.96,172.5220032,0,0
1,1.4,152.029007,0,0
1,2.64,151.0390015,0,0
1,1.95,165.4160004,0,0
0,5.54,167.0839996,0,0
1,1.12,25.57799911,0,0
1,2.18,33.29999924,0,6
1,3.02,32.20500183,0,5
0,1.77,18.04800034,1,0
1,1.46,25.30599976,0,5
1,1.38,10.3039999,1,0
1,1.63,18.18499947,1,0
1,1.33,10.10400009,1,0
0,3.48,37.52199936,1,5
1,1.95,15.41699982,0,5
1,0.84,4.34100008,0,7
1,2.65,20.56699944,0,5
1,1.56,33.67900085,0,6
1,0.69,5.734000206,0,7
1,2.31,27.5189991,1,0
1,1.14,35.15800095,1,0
1,1.98,13.56700039,0,5
1,1.82,6.309000015,0,10
0,1.09,43.52899933,0,6
1,0.56,62.40000153,0,7
0,2.18,20.93700027,0,0
0,1.31,20.4829998,1,0
0,1.06,29.87599945,1,0
0,1.25,23.10300064,1,0
0,0.87,39.82300186,0,0
1,1.32,52.35699844,1,0
1,1.84,48.52999878,1,0
1,0.95,23.98699951,1,0
1,1.12,44.64099884,1,5
1,1.32,25.42000008,1,5
1,0.81,63.99499893,1,0
0,0.57,86.29100037,1,0
1,2,88.7519989,0,4
1,1.22,65.63600159,0,0
0,1.91,95.30200195,0,6
1,1.41,67.49199677,0,6
0,1.57,58.63399887,0,6
0,1.11,58.21099854,0,6
0,1.3,77.88200378,0,0
0,1.05,106.0169983,0,6
0,0.95,118.4410019,0,7
1,1.68,119.5999985,1,0
1,1.26,118.3590012,0,0
0,1.34,81.01200104,0,5
1,0.83,19.63500023,0,5
1,1.07,64.35700226,1,10
1,1,46.86600113,0,5
1,0.81,33.77999878,0,4
0,1.02,39.64699936,0,5
0,0.79,23.14500046,1,5
0,0.8,11.36699963,1,8
1,0.91,16.68600082,0,7
0,0.83,16.43899918,0,7
0,0.98,8.029999733,0,0
1,1.24,35.91899872,0,8
0,1.13,46.06900024,0,0
0,0.68,222.7059937,0,5
0,1.56,184.0789948,0,10
0,1.57,131.1049957,0,5
1,4.42,36.20100021,1,6
1,1.48,42.91799927,1,0
0,1.49,185.3899994,0,8
0,1.37,41.70299911,1,0
0,1.13,63.90100098,1,0
0,1.21,33.26699829,1,0
0,1.13,21.7689991,1,0
0,0.86,16.32099915,1,0
0,1.06,19.98699951,1,10
0,0.89,53.47900009,1,0
0,0.95,58.51300049,0,0
1,1.46,10.24199963,1,0
1,1.27,47.47100067,0,0
1,1.36,73.42500305,0,5
1,1.14,61.35200119,1,0
0,1.37,46.53099823,1,0
1,1.27,64.02100372,1,5
1,0.8,33.58399963,1,5
1,0.94,39.14699936,0,10
0,0.82,42.8390007,1,0
1,2.42,26.7689991,0,16
1,2.81,18.70000076,0,16
1,3.48,22.25900078,0,16
1,2.32,24.3010006,0,16
1,1.85,29.37299919,0,16
0,3.83,18.76000023,1,5
0,1.17,22.19300079,1,5
1,1.41,17.00399971,0,0
0,0.57,7.803999901,0,0
1,1.93,15.01000023,0,0
1,1.19,79.94400024,0,4
0,0.74,43.56900024,0,8
1,0.71,24.21199989,0,0
1,0.94,11.51900005,0,3
1,1.52,40.63100052,1,7
1,2.67,40.63600159,0,12
1,1.56,29.0359993,0,9
1,2.35,19.26499939,1,8
1,2.61,32.78699875,1,0
0,1.23,33.05199814,1,0
1,1.82,44.21500015,0,5
0,1.42,67.2480011,0,0
1,0.66,17.35099983,1,0
1,1.97,48.36899948,0,12
1,0.92,147.8639984,0,0
0,2,130.8739929,1,0
0,0.94,9.786999702,0,0
0,1.9,177.3309937,1,10
1,2.26,218.5420074,0,10
0,1.79,307.7909851,1,0
1,3.11,272.3800049,0,10
1,4.48,29.00699997,0,0
0,0.68,26.21500015,0,7
0,2.21,35.22399902,0,10
1,2.41,37.46099854,0,4
1,2.25,9.574000359,1,7
0,1.32,50.24599838,0,0
0,0.53,15.28899956,0,0
0,0.61,19.1609993,0,0
0,0.64,31.12199974,0,5
0,2.5,32.96300125,0,5
0,0.99,30.42200089,0,0
1,3.23,40.22100067,0,0
1,0.78,47.13199997,1,12
1,0.72,59.27600098,1,12
1,0.89,31.26199913,0,12
1,2.94,28.19000053,0,5
0,1.64,20.54400063,1,0
1,1.18,20.58200073,1,0
0,0.68,38.26100159,1,0
0,1.42,48.27399826,0,8
0,0.69,56.55799866,1,5
0,1.97,34.71099854,1,12
1,2.92,44.43299866,1,5
0,0.97,90.81099701,0,0
0,2.42,83.05500031,1,0
1,7.48,127.387001,1,0
0,7.28,114.6900024,1,0
0,2.04,97.53299713,1,0
1,1.34,79.58799744,1,7
0,1.84,94.7559967,0,8
0,1.94,73.36299896,0,5
0,1.72,95.3030014,1,5
0,3.49,149.9920044,0,10
0,2.25,148.7149963,0,10
1,3.89,163.0410004,1,7
1,1.65,79.55699921,1,8
1,3.21,69.80799866,1,6
1,2.81,102.3320007,1,12
0,2.12,79.48000336,1,8
1,1.06,91.44100189,1,12
0,1.3,92.48999786,0,3
1,2.23,81.97599792,0,8
0,2.2,74.51100159,1,9
1,0.73,14.71199989,1,0
1,1.78,29.1989994,0,5
0,7.79,16.93000031,0,0
1,4.84,14.64400005,1,0
0,3.9,30.2140007,1,0
0,3.21,34.81999969,1,0
0,2.33,42.97200012,1,0
0,0.89,34.75699997,1,0
1,2.37,17.38199997,0,0
1,2.54,21.88800049,0,15
1,3.37,72.84500122,0,15
1,2.56,48.9090004,1,7
1,4.92,45.76100159,0,0
1,4.96,53.76599884,0,0
0,6.89,54.39199829,1,0
1,2.38,41.90000153,0,0
1,6.32,55.25299835,1,0
1,2.9,19.40800095,0,9
1,5.2,23.29500008,0,0
1,1.05,16.46500015,1,0
1,1.09,17.57099915,1,10
1,1.61,9.656999588,0,6
1,2.03,9.234999657,0,12
1,0.82,17.2859993,0,0
1,0.67,5.328000069,0,13
0,1.91,4.552999973,1,3
1,1.49,35.60100174,0,14
